item_id,source_platform,source_product_id,source_url,public_title,public_brand,public_category,public_price,search_keyword,rank,candidate_source
1002542,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1002544,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1002544,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1002547,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1002547,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1002629,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1002629,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1002633,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1002633,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1002876,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1002876,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1002881,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1002881,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1002974,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1002974,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1003221,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,nokia electronics.smartphone,1,jd_search
1003221,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,nokia electronics.smartphone,2,jd_search
1003304,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003304,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003305,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003305,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003306,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003306,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003312,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003312,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003315,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003315,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003316,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003316,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003317,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003317,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003318,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003318,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003339,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1003339,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1003363,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1003363,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1003441,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,nokia electronics.smartphone,1,jd_search
1003441,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,nokia electronics.smartphone,2,jd_search
1003461,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1003461,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1003499,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,oneplus electronics.smartphone,1,jd_search
1003499,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,oneplus electronics.smartphone,2,jd_search
1003523,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,zte electronics.smartphone,1,jd_search
1003523,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,zte electronics.smartphone,2,jd_search
1003535,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1003535,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1003549,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1003549,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1003709,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1003709,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1003712,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1003712,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1003726,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,sony electronics.smartphone,1,jd_search
1003726,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,sony electronics.smartphone,2,jd_search
1003747,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,sony electronics.smartphone,1,jd_search
1003747,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,sony electronics.smartphone,2,jd_search
1003768,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1003768,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1003772,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1003772,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1003811,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,honor electronics.smartphone,1,jd_search
1003811,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,honor electronics.smartphone,2,jd_search
1003855,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1003855,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1003869,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1003869,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1003879,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1003879,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1003883,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1003883,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1003898,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,oneplus electronics.smartphone,1,jd_search
1003898,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,oneplus electronics.smartphone,2,jd_search
1003906,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1003906,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1003907,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1003907,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1003910,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,nokia electronics.smartphone,1,jd_search
1003910,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,nokia electronics.smartphone,2,jd_search
1003934,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,lg electronics.smartphone,1,jd_search
1003934,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,lg electronics.smartphone,2,jd_search
1004019,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004019,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004026,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004026,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004035,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,nokia electronics.smartphone,1,jd_search
1004035,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,nokia electronics.smartphone,2,jd_search
1004038,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004038,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004042,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004042,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004060,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004060,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004104,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,bq electronics.smartphone,1,jd_search
1004104,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,bq electronics.smartphone,2,jd_search
1004121,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,meizu electronics.smartphone,1,jd_search
1004121,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,meizu electronics.smartphone,2,jd_search
1004129,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004129,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004136,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004136,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004140,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004140,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004143,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004143,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004147,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004147,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004149,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004149,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004156,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004156,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004158,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1004158,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1004159,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1004159,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1004166,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004166,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004169,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,nokia electronics.smartphone,1,jd_search
1004169,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,nokia electronics.smartphone,2,jd_search
1004174,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,tp-link electronics.smartphone,1,jd_search
1004174,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,tp-link electronics.smartphone,2,jd_search
1004184,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004184,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004210,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1004210,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1004219,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004219,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004224,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004224,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004226,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004226,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004235,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004235,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004237,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004237,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004241,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004241,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004243,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004243,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004246,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004246,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004249,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004249,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004250,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004250,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004258,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004258,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004307,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,honor electronics.smartphone,1,jd_search
1004307,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,honor electronics.smartphone,2,jd_search
1004317,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,meizu electronics.smartphone,1,jd_search
1004317,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,meizu electronics.smartphone,2,jd_search
1004320,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004320,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004321,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1004321,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1004322,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1004322,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1004347,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,meizu electronics.smartphone,1,jd_search
1004347,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,meizu electronics.smartphone,2,jd_search
1004361,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,apple electronics.smartphone,1,jd_search
1004361,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,apple electronics.smartphone,2,jd_search
1004386,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,oppo electronics.smartphone,1,jd_search
1004386,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,oppo electronics.smartphone,2,jd_search
1004402,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004402,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004404,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004404,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004405,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004405,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004433,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1004433,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1004434,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1004434,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1004436,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,samsung electronics.smartphone,1,jd_search
1004436,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,samsung electronics.smartphone,2,jd_search
1004449,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004449,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004450,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,xiaomi electronics.smartphone,1,jd_search
1004450,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,xiaomi electronics.smartphone,2,jd_search
1004462,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,huawei electronics.smartphone,1,jd_search
1004462,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,huawei electronics.smartphone,2,jd_search
1004475,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,blackberry electronics.smartphone,1,jd_search
1004475,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,blackberry electronics.smartphone,2,jd_search
1004503,jd,100012043978,https://item.jd.com/100012043978.html,Shiseido skincare essence,Shiseido Official,,36.50,oppo electronics.smartphone,1,jd_search
1004503,jd,200099998888,https://item.jd.com/200099998888.html,Beauty care lotion,Other Shop,,68.00,oppo electronics.smartphone,2,jd_search
